id,Minorista,Minorista_ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
8168,Mercado Libre,1185732,2025-03-10,Andina,Boyacá,Duitama,Calzado urbano para hombre,557100.0,475,14665625,3565855.38,In-store
8169,Mercado Libre,1185732,2024-11-15,Andina,Caldas,Chinchiná,Ropa de mujer,600000.0,475,15793750,4053727.84,In-store
8170,Nike Store,1185732,2025-03-17,Andina,Caldas,Chinchiná,Calzado urbano para hombre,600000.0,475,15793750,2904495.89,Outlet
8171,Nike Store,1185732,2025-04-13,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,514300.0,470,13254000,2909362.42,Outlet
8172,Mercado Libre,1185732,2025-03-22,Caribe,Guajira,Maicao,Calzado urbano para hombre,342900.0,470,8836000,1553691.16,Outlet
8173,Nike Store,1185732,2024-08-01,Orinoquía,Casanare,Yopal,Calzado urbano para hombre,171400.0,470,4418000,798145.49,In-store
8174,Plaza Sport,1185732,2024-07-29,Andina,Caldas,Manizales,Calzado urbano para hombre,171400.0,470,4418000,997490.75,In-store
8175,Plaza Sport,1185732,2024-10-16,Andina,Cundinamarca,Fusagasugá,Calzado urbano para hombre,428600.0,470,11045000,2395893.16,In-store
8176,Nike Store,1185732,2024-10-02,Caribe,Sucre,Corozal,Calzado urbano para hombre,428600.0,470,11045000,2841535.22,In-store
8177,Decathlon,1185732,2024-08-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para hombre,342900.0,470,8836000,1374717.34,In-store
8178,Falabella,,2024-08-13,Andina,Antioquia,Bello,Ropa de hombre,428600.0,450,10125000,1884265.5,Outlet
8179,Falabella,1189833,2024-09-13,Andina,Antioquia,Bello,Ropa de hombre,428600.0,450,10125000,2063042.19,Outlet
8180,Nike Store,1185732,2024-11-14,Andina,Antioquia,Medellín,Calzado urbano para hombre,428600.0,450,10125000,2029914.46,Outlet
8181,Decathlon,1197831,2025-01-24,Andina,Antioquia,Medellín,Ropa de mujer,300000.0,450,7087500,1709187.06,Outlet
8182,Decathlon,1197831,2025-02-04,Andina,Antioquia,Medellín,Ropa de hombre,428600.0,450,10125000,2372485.64,Outlet
8183,Decathlon,1197831,2025-02-27,Andina,Antioquia,Medellín,Calzado deportivo para mujer,514300.0,450,12150000,2285808.98,Outlet
8184,Decathlon,1197831,2025-02-28,Andina,Antioquia,Medellín,Ropa de hombre,471400.0,450,11137500,2201921.92,Outlet
8185,Nike Store,1185732,2025-04-07,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,428600.0,450,10125000,1661713.59,Outlet
8186,Plaza Sport,1128299,2023-05-31,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,300000.0,450,7087500,1328828.47,Outlet
8187,Plaza Sport,1128299,2023-06-01,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para hombre,385700.0,450,9112500,1686592.08,Outlet
8188,Plaza Sport,1128299,2023-06-02,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,385700.0,450,9112500,1940604.17,Outlet
8189,Plaza Sport,1128299,2023-06-29,Caribe,Atlántico,Sabanalarga,Ropa de mujer,685700.0,NaN,NaN,4042657.18,Outlet
8190,Plaza Sport,1128299,2023-07-09,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,514300.0,450,12150000,2902047.78,In-store
8191,Plaza Sport,1128299,2023-07-20,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,514300.0,450,12150000,2255260.28,In-store
8192,Plaza Sport,1128299,2023-07-23,Caribe,Atlántico,Sabanalarga,Ropa de mujer,642900.0,450,15187500,2605197.6,In-store
8193,Plaza Sport,1128299,2023-09-14,Andina,Cundinamarca,Cajicá,Calzado deportivo para mujer,557100.0,450,13162500,1985218.76,In-store
8194,Plaza Sport,1128299,2023-10-01,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,557100.0,450,13162500,2626080.1,In-store
8195,Plaza Sport,1128299,2023-10-23,Andina,Cundinamarca,Cajicá,Calzado urbano para hombre,342900.0,450,8100000,1418227.23,In-store
8196,Plaza Sport,1128299,2023-10-24,Andina,Cundinamarca,Cajicá,Calzado deportivo para hombre,428600.0,450,10125000,2398735.37,In-store
8197,Plaza Sport,1128299,2023-10-25,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,428600.0,450,10125000,1815324.79,In-store
8198,Plaza Sport,1128299,2023-10-30,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,428600.0,450,10125000,2589167.87,In-store
8199,Plaza Sport,1128299,2023-10-31,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,428600.0,450,10125000,1526115.02,In-store
8200,Plaza Sport,1128299,2023-12-12,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,600000.0,450,14175000,2359800.13,In-store
8201,Plaza Sport,1128299,2023-12-15,Pacífica,Nariño,Tumaco,Ropa de mujer,557100.0,450,13162500,3029991.34,In-store
8202,Plaza Sport,1128299,2023-12-25,Pacífica,Nariño,Tumaco,Calzado deportivo para mujer,600000.0,450,14175000,2431937.67,In-store
8203,Nike Store,1185732,2024-03-15,Caribe,La Guajira,Riohacha,Calzado urbano para hombre,300000.0,450,7087500,1681367.8,In-store
8204,Nike Store,1185732,2024-05-02,Andina,Antioquia,Envigado,Calzado urbano para hombre,385700.0,450,9112500,1744627.54,Outlet
8205,Falabella,1189833,2024-06-03,Amazonía,Guainía,Inírida,Calzado urbano para mujer,385700.0,450,9112500,1873361.92,Outlet
8206,Falabella,1189833,2024-07-04,Amazonía,Guainía,Inírida,Calzado deportivo para mujer,342900.0,450,8100000,1567712.88,Outlet
8207,Falabella,1189833,2024-07-15,Amazonía,Guainía,Inírida,Calzado urbano para mujer,385700.0,450,9112500,1831424.23,Outlet
8208,Falabella,1189833,2024-07-18,Amazonía,Guainía,Inírida,Ropa de mujer,514300.0,450,12150000,1995786.95,Outlet
8209,Decathlon,1197831,2024-08-14,Andina,Tolima,Espinal,Calzado urbano para mujer,300000.0,450,7087500,1264222.08,Outlet
8210,Decathlon,1197831,2024-10-09,Andina,Tolima,Espinal,Ropa de hombre,471400.0,450,11137500,2774134.46,Outlet
8211,Nike Store,1185732,2024-12-22,Andina,Tolima,Melgar,Calzado urbano para hombre,428600.0,450,10125000,2331607.46,Outlet
8212,Decathlon,1197831,2025-01-08,Andina,Tolima,Ibagué,Ropa de mujer,300000.0,450,7087500,1801426.26,Outlet
8213,Decathlon,1197831,2025-01-11,Andina,Tolima,Ibagué,Calzado urbano para mujer,257100.0,450,6075000,1275754.85,Outlet
8214,Decathlon,1197831,2025-03-01,Andina,Tolima,Ibagué,Calzado deportivo para mujer,385700.0,450,9112500,2255302.96,Outlet
8215,Mercado Libre,1185732,2025-03-10,Andina,Tolima,Ibagué,Calzado urbano para hombre,342900.0,450,8100000,1923549.33,Outlet
8216,Mercado Libre,1185732,2025-03-28,Caribe,Guajira,Maicao,Calzado urbano para hombre,342900.0,450,8100000,1497605.47,Outlet
8217,Mercado Libre,1185732,2025-05-25,Caribe,Guajira,Maicao,Calzado urbano para hombre,471400.0,450,11137500,1915896.66,Outlet
8218,Mercado Libre,1185732,2024-11-18,Amazonía,Vaupés,Mitú,Ropa de mujer,600000.0,450,14175000,2203390.97,Outlet
8219,Mercado Libre,1185732,2025-03-20,Amazonía,Vaupés,Mitú,Calzado urbano para hombre,600000.0,450,14175000,3134713.09,Outlet
8220,Éxito,1128299,2024-11-13,Caribe,Atlántico,Barranquilla,Ropa de hombre,814300.0,450,19237500,3066318.53,In-store
8221,Plaza Sport,1185732,2024-09-05,Andina,Cundinamarca,Chía,Calzado deportivo para mujer,342900.0,450,8100000,1648613.59,In-store
8222,Falabella,1185732,2024-06-12,Andina,Cundinamarca,Chía,Calzado deportivo para mujer,300000.0,450,7087500,1201220.57,In-store
8223,Falabella,1185732,2024-08-06,Amazonía,Amazonas,Leticia,Ropa de hombre,428600.0,450,10125000,1992846.02,In-store
8224,Falabella,1185732,2024-10-06,Amazonía,Amazonas,Leticia,Calzado deportivo para mujer,342900.0,450,8100000,1746913.59,In-store
8225,Nike Store,1128299,2024-07-23,Amazonía,Amazonas,Leticia,Calzado urbano para hombre,257100.0,450,6075000,1384303.13,In-store
8226,Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Calzado urbano para hombre,428600.0,450,10125000,2352433.51,In-store
8227,Nike Store,1128299,2025-02-21,Andina,Cundinamarca,Facatativá,Calzado deportivo para hombre,471400.0,450,11137500,2428967.13,In-store
8228,Nike Store,1128299,2025-04-22,Andina,Cundinamarca,Facatativá,Calzado deportivo para mujer,471400.0,450,11137500,2711180.08,In-store
8229,Decathlon,1185732,2024-06-17,Andina,Cundinamarca,Facatativá,Ropa de hombre,385700.0,450,9112500,1757556.03,In-store
8230,Decathlon,1185732,2024-07-16,Andina,Cundinamarca,Facatativá,Calzado deportivo para hombre,300000.0,450,7087500,1375550.92,In-store
8231,Decathlon,1185732,2024-07-16,Andina,Boyacá,Tunja,Ropa de hombre,385700.0,NaN,NaN,2203284.29,In-store
8232,Decathlon,1185732,2024-08-11,Andina,Boyacá,Tunja,Calzado deportivo para hombre,300000.0,450,7087500,1819300.05,In-store
8233,Decathlon,1185732,2024-09-12,Andina,Boyacá,Tunja,Calzado urbano para mujer,257100.0,450,6075000,1142681.66,In-store
8234,Decathlon,1185732,2024-10-11,Andina,Boyacá,Tunja,Calzado deportivo para mujer,385700.0,450,9112500,2190687.25,In-store
8235,Decathlon,1185732,2025-04-14,Andina,Boyacá,Tunja,Ropa de hombre,514300.0,450,12150000,1916491.8,In-store
8236,Nike Store,1185732,2025-05-15,Andina,Santander,Bucaramanga,Calzado deportivo para hombre,300000.0,450,7087500,1753914.19,In-store
8237,Plaza Sport,,2025-05-15,Andina,Santander,Bucaramanga,Ropa de mujer,428600.0,450,10125000,1762979.05,In-store
8238,Plaza Sport,1185732,2024-07-10,Andina,Tolima,Honda,Ropa de mujer,214300.0,450,5062500,1003435.08,In-store
8239,Plaza Sport,1185732,2025-01-07,Andina,Tolima,Honda,Calzado urbano para mujer,257100.0,450,6075000,1267748.23,In-store
8240,Plaza Sport,1185732,2025-02-08,Andina,Tolima,Honda,Calzado deportivo para hombre,214300.0,450,5062500,955729.06,In-store
8241,Plaza Sport,1185732,2025-04-09,Andina,Tolima,Honda,Ropa de mujer,385700.0,450,9112500,1529819.52,In-store
8242,Plaza Sport,1185732,2025-05-08,Andina,Tolima,Honda,Calzado urbano para mujer,257100.0,450,6075000,1415773.83,In-store
8243,Plaza Sport,1128299,2024-07-23,Andina,Tolima,Honda,Calzado urbano para hombre,257100.0,450,6075000,1103230.1,In-store
8244,Plaza Sport,1128299,2025-02-21,Pacífica,Chocó,Quibdó,Calzado urbano para hombre,428600.0,450,10125000,1709715.06,In-store
8245,Plaza Sport,1128299,2025-02-21,Pacífica,Chocó,Quibdó,Calzado deportivo para hombre,471400.0,450,11137500,2890167.35,In-store
8246,Plaza Sport,1128299,2025-04-22,Pacífica,Chocó,Quibdó,Calzado deportivo para mujer,471400.0,NaN,NaN,2237652.06,In-store
8247,Plaza Sport,1128299,2024-06-15,Pacífica,Chocó,Quibdó,Ropa de mujer,385700.0,450,9112500,1695484.07,In-store
8248,Plaza Sport,1128299,2024-11-13,Caribe,Bolívar,Cartagena,Ropa de hombre,814300.0,450,19237500,3416045.26,Online
8249,Nike Store,1197831,2024-07-03,Amazonía,Caquetá,Florencia,Ropa de mujer,300000.0,450,7087500,1273460.46,Online
8250,Nike Store,1197831,2024-08-02,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,257100.0,450,6075000,1310184.32,Online
8251,Plaza Sport,1197831,2024-10-31,Amazonía,Caquetá,Florencia,Ropa de hombre,471400.0,450,11137500,1885691.52,Online
8252,Decathlon,1197831,2025-04-03,Amazonía,Caquetá,Florencia,Calzado deportivo para mujer,514300.0,450,12150000,1938484.22,Online
8253,Nike Store,1128299,2025-01-19,Andina,Santander,Floridablanca,Calzado urbano para mujer,471400.0,450,11137500,2782144.8,Online
8254,Falabella,1128299,2025-05-20,Andina,Santander,Floridablanca,Ropa de mujer,514300.0,450,12150000,2191382.66,Online
8255,Falabella,1128299,2024-10-23,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,514300.0,450,12150000,2702212.17,Online
8256,Falabella,1128299,2024-12-21,Orinoquía,Arauca,Arauca,Calzado deportivo para mujer,471400.0,450,11137500,2237961.83,Online
8257,Falabella,1128299,2025-01-22,Orinoquía,Arauca,Arauca,Ropa de mujer,642900.0,450,15187500,2847410.11,Online
8258,Falabella,1128299,2025-04-24,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,514300.0,450,12150000,2242901.76,Online
8259,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Calzado urbano para hombre,257100.0,450,6075000,1279112.29,Online
8260,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Calzado deportivo para hombre,342900.0,450,8100000,1935611.76,Online
8261,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Calzado urbano para mujer,342900.0,450,8100000,1564609.68,Online
8262,Decathlon,1128299,2024-06-11,Orinoquía,Arauca,Arauca,Ropa de mujer,342900.0,450,8100000,1692213.16,Online
8263,Decathlon,1128299,2025-01-09,Andina,Cundinamarca,Soacha,Calzado deportivo para mujer,471400.0,450,11137500,2284200.55,Online
8264,Decathlon,1128299,2025-01-09,Andina,Cundinamarca,Soacha,Ropa de hombre,557100.0,450,13162500,3273634.63,Online
8265,Decathlon,1128299,2025-02-10,Andina,Cundinamarca,Soacha,Calzado urbano para mujer,385700.0,450,9112500,2353513.12,Online
8266,Decathlon,1128299,2025-02-10,Andina,Cundinamarca,Soacha,Ropa de mujer,514300.0,450,12150000,2129137.76,Online
8267,Mercado Libre,1185732,2024-07-10,Andina,Risaralda,Pereira,Ropa de hombre,385700.0,450,9112500,1561602.26,Online
8268,Mercado Libre,1185732,2024-08-05,Andina,Risaralda,Pereira,Calzado deportivo para hombre,257100.0,450,6075000,1100384.26,Online
8269,Mercado Libre,1185732,2024-10-05,Andina,Risaralda,Pereira,Ropa de hombre,428600.0,450,10125000,2445778.0,Online
8270,Mercado Libre,1185732,2025-02-05,Andina,Risaralda,Pereira,Calzado deportivo para mujer,214300.0,450,5062500,933484.36,Online
8271,Mercado Libre,1185732,2025-02-05,Andina,Risaralda,Pereira,Ropa de hombre,300000.0,450,7087500,1114756.72,Online
8272,Mercado Libre,1185732,2025-03-20,Andina,Cundinamarca,Girardot,Calzado urbano para hombre,471400.0,450,11137500,2152306.13,Online
8273,Nike Store,1185732,2024-10-12,Caribe,Magdalena,Santa Marta,Calzado deportivo para hombre,342900.0,450,8100000,1898544.7,Online
8274,Nike Store,1185732,2024-11-14,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,385700.0,450,9112500,2024755.75,Online
8275,Nike Store,,2024-11-14,Caribe,Magdalena,Santa Marta,Ropa de hombre,514300.0,450,12150000,3132420.59,Online
8276,Éxito,1185732,2025-01-13,Caribe,Magdalena,Santa Marta,Ropa de hombre,428600.0,450,10125000,2556316.63,Online
8277,Decathlon,1185732,2025-04-15,Caribe,Magdalena,Santa Marta,Calzado deportivo para mujer,514300.0,450,12150000,2781638.04,Online
8278,Decathlon,1197831,2024-06-21,Caribe,Magdalena,Santa Marta,Calzado deportivo para hombre,214300.0,450,5062500,1201229.33,Online
8279,Decathlon,,2024-06-21,Caribe,Magdalena,Santa Marta,Ropa de mujer,214300.0,450,5062500,1212849.12,Online
8280,Éxito,1197831,2024-12-15,Pacífica,Nariño,Pasto,Calzado urbano para mujer,385700.0,450,9112500,2059753.76,Online
8281,Éxito,1197831,2025-01-16,Pacífica,Nariño,Pasto,Calzado urbano para mujer,428600.0,450,10125000,1533481.71,Online
8282,Éxito,1197831,2025-02-15,Pacífica,Nariño,Pasto,Calzado deportivo para hombre,342900.0,450,8100000,2099250.18,Online
8283,Plaza Sport,1197831,2025-04-18,Pacífica,Nariño,Pasto,Ropa de mujer,642900.0,450,15187500,3819177.82,Online
8284,Plaza Sport,1197831,2025-05-17,Pacífica,Nariño,Pasto,Calzado urbano para mujer,514300.0,450,12150000,2671085.5,Online
8285,Plaza Sport,1197831,2024-12-15,Andina,Huila,Neiva,Calzado deportivo para hombre,428600.0,450,10125000,1972417.31,Online
8286,Plaza Sport,1197831,2025-01-16,Andina,Huila,Neiva,Calzado deportivo para hombre,471400.0,450,11137500,1832185.12,Online
8287,Falabella,1197831,2024-11-10,Andina,Quindío,Armenia,Ropa de mujer,514300.0,450,12150000,2407034.76,Online
8288,Falabella,1197831,2025-01-09,Andina,Quindío,Armenia,Ropa de mujer,471400.0,450,11137500,2639937.33,Online
8289,Nike Store,1197831,2025-04-11,Andina,Quindío,Armenia,Calzado urbano para hombre,214300.0,450,5062500,1117939.14,Online
8290,Nike Store,1185732,2024-09-08,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para hombre,342900.0,450,8100000,1968649.87,Online
8291,Decathlon,1185732,2024-09-05,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para hombre,257100.0,450,6075000,1110106.12,Online
8292,Nike Store,1185732,2024-06-04,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para hombre,257100.0,450,6075000,1546318.44,In-store
8293,Plaza Sport,1185732,2024-06-01,Orinoquía,Casanare,Yopal,Calzado urbano para hombre,257100.0,450,6075000,1485273.83,In-store
8294,Nike Store,1185732,2025-04-15,Andina,Norte de Santander,Cúcuta,Calzado urbano para hombre,385700.0,450,9112500,1811870.79,In-store
8295,Nike Store,1185732,2025-05-14,Andina,Norte de Santander,Cúcuta,Calzado deportivo para hombre,471400.0,NaN,NaN,2458037.69,In-store
8296,Nike Store,1185732,2025-05-14,Andina,Norte de Santander,Cúcuta,Ropa de mujer,600000.0,450,14175000,3501161.03,In-store
8297,Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Fusagasugá,Calzado urbano para hombre,514300.0,450,12150000,2464988.92,In-store
8298,Nike Store,1185732,2024-11-11,Caribe,Atlántico,Puerto Colombia,Ropa de mujer,514300.0,450,12150000,2835959.12,In-store
8299,Falabella,1185732,2025-04-12,Caribe,Atlántico,Puerto Colombia,Calzado urbano para hombre,557100.0,450,13162500,2480106.28,In-store
8300,Falabella,1185732,2024-12-02,Andina,Cundinamarca,Zipaquirá,Ropa de mujer,471400.0,450,11137500,2248369.82,In-store
8301,Decathlon,1185732,2025-03-03,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,514300.0,450,12150000,2236848.77,In-store
8302,Decathlon,1185732,2024-06-15,Caribe,Sucre,Corozal,Calzado urbano para hombre,342900.0,450,8100000,1335628.46,In-store
8303,Decathlon,1185732,2024-09-10,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para hombre,342900.0,450,8100000,1880444.77,In-store
8304,Decathlon,1185732,2025-02-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para hombre,471400.0,450,11137500,2072590.47,In-store
8305,Mercado Libre,1185732,2024-11-08,Andina,Boyacá,Duitama,Ropa de mujer,557100.0,450,13162500,2553457.28,In-store
8306,Plaza Sport,1185732,2025-04-09,Andina,Boyacá,Duitama,Calzado urbano para hombre,600000.0,450,14175000,2150358.13,In-store
8307,Mercado Libre,1185732,2024-12-13,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,514300.0,450,12150000,2995208.14,Outlet
8308,Mercado Libre,1185732,2025-01-14,Andina,Caldas,Chinchiná,Calzado deportivo para hombre,514300.0,450,12150000,2278048.39,Outlet
8309,Nike Store,1185732,2025-04-16,Andina,Caldas,Chinchiná,Calzado urbano para hombre,642900.0,450,15187500,2398272.0,Outlet
8310,Nike Store,1185732,2025-05-15,Andina,Caldas,Chinchiná,Ropa de mujer,685700.0,450,16200000,3030590.46,Outlet
8311,Nike Store,1185732,2025-04-01,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,428600.0,445,9901250,1996435.48,Outlet
8312,Nike Store,1185732,2024-03-27,Andina,Antioquia,Envigado,Calzado urbano para hombre,342900.0,445,7921000,1480854.71,In-store
8313,Nike Store,1185732,2024-04-08,Andina,Antioquia,Envigado,Calzado urbano para hombre,428600.0,445,9901250,1780848.05,In-store
8314,Decathlon,1185732,2025-04-14,Andina,Boyacá,Tunja,Calzado urbano para mujer,385700.0,445,8911125,1679262.85,In-store
8315,Mercado Libre,,2025-04-08,Andina,Risaralda,Pereira,Calzado urbano para mujer,300000.0,445,6930875,1751054.51,Online
8316,Plaza Sport,,2024-08-16,Andina,Cundinamarca,Fusagasugá,Calzado urbano para hombre,300000.0,445,6930875,1510172.59,In-store
8317,Nike Store,1185732,2024-08-02,Caribe,Sucre,Corozal,Calzado urbano para hombre,300000.0,445,6930875,1258068.2,In-store
8318,Falabella,1189833,2024-08-19,Andina,Antioquia,Bello,Ropa de hombre,428600.0,425,9031250,1931880.94,Outlet
8319,Falabella,1189833,2024-09-07,Andina,Antioquia,Bello,Ropa de hombre,428600.0,425,9031250,1399879.41,Outlet
8320,Nike Store,1185732,2024-12-20,Andina,Antioquia,Medellín,Calzado urbano para hombre,514300.0,425,10837500,2203130.14,Outlet
8321,Decathlon,1197831,2025-01-16,Andina,Antioquia,Medellín,Calzado deportivo para mujer,300000.0,425,6321875,1146955.75,Outlet
8322,Decathlon,1197831,2025-01-28,Andina,Antioquia,Medellín,Calzado deportivo para mujer,257100.0,425,5418750,1394079.46,Outlet
8323,Decathlon,1197831,2025-03-05,Andina,Antioquia,Medellín,Calzado deportivo para mujer,385700.0,425,8128125,1236030.06,Outlet
8324,Nike Store,1185732,2025-03-20,Andina,Antioquia,Medellín,Calzado urbano para hombre,385700.0,425,8128125,1369855.23,Outlet
8325,Plaza Sport,1128299,2023-06-07,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,385700.0,425,8128125,1921967.27,Outlet
8326,Plaza Sport,1128299,2023-06-08,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,385700.0,425,8128125,1598770.68,Outlet
8327,Plaza Sport,1128299,2023-07-03,Caribe,Atlántico,Sabanalarga,Calzado deportivo para mujer,514300.0,425,10837500,2537102.15,Outlet
8328,Plaza Sport,1128299,2023-08-02,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,514300.0,425,10837500,2280553.09,In-store
8329,Plaza Sport,1128299,2023-08-12,Caribe,Atlántico,Sabanalarga,Calzado urbano para hombre,257100.0,425,5418750,1082917.01,In-store
8330,Plaza Sport,1128299,2023-08-13,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,342900.0,425,7225000,1574590.55,In-store
8331,Plaza Sport,1128299,2023-08-14,Caribe,Atlántico,Sabanalarga,Calzado urbano para mujer,342900.0,425,7225000,1662784.77,In-store
8332,Plaza Sport,,2023-08-19,Andina,Cundinamarca,Cajicá,Calzado deportivo para hombre,342900.0,425,7225000,1711652.21,In-store
8333,Plaza Sport,1128299,2023-08-20,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,342900.0,425,7225000,1691406.77,In-store
8334,Plaza Sport,1128299,2023-10-04,Andina,Cundinamarca,Cajicá,Ropa de mujer,600000.0,425,12643750,2526260.14,In-store
8335,Plaza Sport,1128299,2023-10-13,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,471400.0,425,9934375,2550165.53,In-store
8336,Plaza Sport,1128299,2023-10-21,Andina,Cundinamarca,Cajicá,Ropa de hombre,642900.0,425,13546875,2764870.41,In-store
8337,Plaza Sport,1128299,2023-11-03,Pacífica,Nariño,Tumaco,Ropa de mujer,428600.0,425,9031250,1899987.83,In-store
8338,Plaza Sport,1128299,2023-11-05,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,514300.0,425,10837500,1946488.04,In-store
8339,Plaza Sport,1128299,2023-11-06,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,557100.0,425,11740625,2663899.37,In-store
8340,Plaza Sport,1128299,2023-12-14,Pacífica,Nariño,Tumaco,Ropa de hombre,685700.0,425,14450000,3260774.81,NULL
8341,Plaza Sport,,2023-12-26,Pacífica,Nariño,Tumaco,Ropa de hombre,771400.0,425,16256250,3049805.19,In-store
8342,Nike Store,1185732,2024-04-14,Andina,Antioquia,Envigado,Calzado urbano para hombre,385700.0,425,8128125,1796830.51,Outlet
8343,Falabella,1189833,2024-06-02,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,385700.0,NaN,NaN,1402038.55,Outlet
8344,Falabella,,2024-06-06,Amazonía,Guainía,Inírida,Ropa de mujer,385700.0,425,8128125,1294576.25,Outlet
8345,Falabella,1189833,2024-06-08,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,385700.0,425,8128125,1941640.63,Outlet
8346,Falabella,1189833,2024-06-09,Amazonía,Guainía,Inírida,Calzado urbano para mujer,385700.0,425,8128125,1922974.42,Outlet
8347,Falabella,1189833,2024-06-20,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,385700.0,425,8128125,1676637.73,Outlet
8348,Falabella,1189833,2024-06-21,Amazonía,Guainía,Inírida,Calzado urbano para mujer,385700.0,425,8128125,1395046.66,Outlet
8349,Falabella,1189833,2024-06-28,Amazonía,Guainía,Inírida,Calzado deportivo para mujer,342900.0,425,7225000,1440173.46,Outlet
8350,Falabella,1189833,2024-07-10,Amazonía,Guainía,Inírida,Calzado deportivo para mujer,385700.0,425,8128125,1802523.26,Outlet
8351,Falabella,1189833,2024-07-11,Amazonía,Guainía,Inírida,Ropa de hombre,471400.0,425,9934375,2491766.94,Outlet
8352,Falabella,,2024-07-27,Amazonía,Guainía,Inírida,Calzado urbano para mujer,342900.0,425,7225000,1580992.03,Outlet
8353,Falabella,1189833,2024-07-28,Amazonía,Guainía,Inírida,Calzado deportivo para mujer,342900.0,425,7225000,1384627.76,Outlet
8354,Decathlon,1197831,2024-08-23,Andina,Tolima,Espinal,Ropa de mujer,300000.0,425,6321875,959361.14,Outlet
8355,Decathlon,1197831,2024-09-03,Andina,Tolima,Espinal,Ropa de hombre,385700.0,425,8128125,2063171.71,Outlet
8356,Nike Store,1185732,2024-10-17,Andina,Tolima,Espinal,Calzado urbano para hombre,300000.0,425,6321875,1415455.9,Outlet
8357,Decathlon,1197831,2025-01-05,Andina,Tolima,Ibagué,Calzado urbano para mujer,300000.0,425,6321875,1314930.94,Outlet
8358,Decathlon,1197831,2025-02-11,Andina,Tolima,Ibagué,Calzado deportivo para mujer,428600.0,425,9031250,1971436.8,Outlet
8359,Decathlon,1197831,2025-02-12,Andina,Tolima,Ibagué,Ropa de hombre,471400.0,425,9934375,2061004.81,Outlet
8360,Decathlon,1197831,2025-03-02,Andina,Tolima,Ibagué,Ropa de hombre,428600.0,425,9031250,2099205.81,Outlet
8361,Mercado Libre,1185732,2024-12-16,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,514300.0,425,10837500,1840253.23,Outlet
8362,Mercado Libre,1185732,2025-01-17,Amazonía,Vaupés,Mitú,Calzado deportivo para hombre,514300.0,425,10837500,2402750.29,Outlet
8363,Mercado Libre,,2025-04-19,Amazonía,Vaupés,Mitú,Calzado urbano para hombre,642900.0,425,13546875,3103896.0,Outlet
8364,Nike Store,1128299,2024-06-08,Amazonía,Vaupés,Mitú,Ropa de mujer,385700.0,425,8128125,1792187.38,Outlet
8365,Éxito,1128299,2025-04-08,Caribe,San Andrés,Providencia,Calzado urbano para mujer,471400.0,425,9934375,1540747.53,Outlet
8366,Decathlon,1128299,2025-05-07,Caribe,San Andrés,Providencia,Ropa de hombre,771400.0,425,16256250,2990929.41,Outlet
