"id";"Minorista";"Minorista_ID";"Fecha_Venta";"Region";"Departamento";"Ciudad";"Producto";"Precio_por_Unidad";"Unidades_Vendidas";"Total_Ventas";"Ganancia_Operativa";"Metodo_Venta"
7175;"Decathlon";1197831;"2025-02-01";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para hombre";471400.0;675;25059375;4053413.77;"Online"
7176;"Decathlon";1197831;"2025-02-01";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para mujer";514300.0;675;27337500;5296624.63;"Online"
7177;"Decathlon";1197831;"2025-04-03";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para hombre";300000.0;675;15946875;3563965.69;"Online"
7178;"Decathlon";1197831;"2025-04-03";"Amazonía";"Caquetá";"Florencia";"Calzado deportivo para hombre";300000.0;675;15946875;2650391.63;"Online"
7179;"Nike Store";1197831;"2025-05-02";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para mujer";514300.0;675;27337500;6302301.25;"Online"
7180;"Nike Store";1128299;"2024-12-18";"Andina";"Santander";"Floridablanca";"Calzado urbano para hombre";428600.0;675;22781250;3965767.34;"Online"
7181;"Decathlon";1128299;"2024-11-09";"Andina";"Cundinamarca";"Soacha";"Calzado urbano para hombre";428600.0;675;22781250;5667771.16;"Online"
7182;"Decathlon";1128299;"2025-01-09";"Andina";"Cundinamarca";"Soacha";"Calzado urbano para hombre";471400.0;675;25059375;6057209.26;"Online"
7183;"Decathlon";1128299;"2025-05-10";"Andina";"Cundinamarca";"Soacha";"Calzado urbano para hombre";471400.0;675;25059375;5066964.02;"Online"
7184;"Decathlon";1128299;"2025-05-10";"Andina";"Cundinamarca";"Soacha";"Calzado deportivo para hombre";514300.0;675;27337500;6720891.74;"Online"
7185;"Nike Store";1185732;"2024-06-07";"Andina";"Cundinamarca";"Soacha";"Calzado deportivo para mujer";300000.0;675;15946875;4028962.26;"Online"
7186;"Nike Store";1185732;"2024-09-02";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para hombre";300000.0;675;15946875;2482907.08;"Online"
7187;"Nike Store";1185732;"2024-09-02";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para mujer";214300.0;675;11390625;2284347.26;"Online"
7188;"Nike Store";1185732;"2024-10-01";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para mujer";385700.0;675;20503125;3396041.83;"Online"
7189;"Nike Store";1185732;"2025-03-05";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para mujer";385700.0;675;20503125;3824609.04;"Online"
7190;"Decathlon";1185732;"2024-07-03";"Caribe";"Sucre";"Sincelejo";"Calzado urbano para mujer";214300.0;675;11390625;2002281.81;"Online"
7191;"Decathlon";1185732;"2024-08-30";"Caribe";"Córdoba";"Montería";"Ropa de mujer";300000.0;675;15946875;2699853.73;"Online"
7192;"Decathlon";1185732;"2024-10-31";"Caribe";"Córdoba";"Montería";"Calzado urbano para mujer";428600.0;675;22781250;3853791.23;"Online"
7193;"Decathlon";1185732;"2024-11-28";"Caribe";"Córdoba";"Montería";"Calzado deportivo para mujer";471400.0;675;25059375;4709063.71;"Online"
7194;"Decathlon";1185732;"2024-12-30";"Caribe";"Córdoba";"Montería";"Calzado deportivo para mujer";385700.0;675;20503125;3528302.78;"Online"
7195;"Decathlon";1185732;"2025-03-02";"Caribe";"Córdoba";"Montería";"Ropa de mujer";428600.0;675;22781250;5847531.17;"Online"
7196;"Mercado Libre";1185732;"2025-04-30";"Caribe";"Córdoba";"Montería";"Calzado deportivo para mujer";514300.0;675;27337500;4842850.99;"Online"
7197;"Mercado Libre";1185732;"2025-04-30";"Caribe";"Córdoba";"Montería";"Ropa de hombre";600000.0;675;31893750;5922895.79;"Online"
7198;"Mercado Libre";1185732;"2024-11-07";"Andina";"Risaralda";"Pereira";"Ropa de mujer";600000.0;675;31893750;7880438.09;"Online"
7199;"Mercado Libre";1185732;"2025-01-06";"Andina";"Risaralda";"Pereira";"Ropa de mujer";514300.0;675;27337500;5421002.74;"Online"
7200;"Mercado Libre";1185732;"2025-04-08";"Andina";"Risaralda";"Pereira";"Calzado urbano para hombre";300000.0;675;15946875;3352725.92;"Online"
7201;"Nike Store";1185732;"2024-09-13";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";214300.0;675;11390625;2236205.25;"Online"
7202;"Éxito";1185732;"2024-12-12";"Caribe";"Magdalena";"Santa Marta";"Ropa de mujer";557100.0;675;29615625;5948851.66;"Online"
7203;"Éxito";1185732;"2025-03-16";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";300000.0;675;15946875;2477889.57;"Online"
7204;"Éxito";1197831;"2024-11-17";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";342900.0;675;18225000;4452623.64;"Online"
7205;"Plaza Sport";1197831;"2025-01-16";"Andina";"Huila";"Neiva";"Calzado urbano para hombre";514300.0;675;27337500;4522120.35;"Online"
7206;"Falabella";1197831;"2024-12-08";"Andina";"Quindío";"Armenia";"Calzado urbano para hombre";471400.0;675;25059375;4113468.76;"Online"
7207;"Nike Store";1185732;"2024-12-09";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para hombre";471400.0;675;25059375;4372606.66;"In-store"
7208;"Mercado Libre";1185732;"2024-12-06";"Andina";"Boyacá";"Duitama";"Calzado urbano para hombre";514300.0;675;27337500;6287695.48;"In-store"
7209;"Mercado Libre";1185732;"2024-11-15";"Andina";"Caldas";"Chinchiná";"Calzado urbano para hombre";557100.0;675;29615625;7597691.22;"In-store"
7210;"Mercado Libre";1185732;"2025-01-14";"Andina";"Caldas";"Chinchiná";"Calzado urbano para hombre";557100.0;675;29615625;6595664.65;"Outlet"
7211;"Plaza Sport";1185732;"2024-08-06";"Andina";"Tolima";"Honda";"Calzado urbano para hombre";257100.0;670;13467000;2611449.67;"In-store"
7212;"Plaza Sport";1185732;"2024-10-08";"Andina";"Tolima";"Honda";"Calzado urbano para hombre";300000.0;670;15711500;2379456.63;"In-store"
7213;"Éxito";1197831;"2024-10-15";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";342900.0;670;17956000;4408016.38;"Online"
7214;"Decathlon";1197831;"2024-01-02";"Caribe";"Atlántico";"Soledad";"Ropa de mujer";342900.0;650;16900000;3094541.88;"Outlet"
7215;"Éxito";1197831;"2024-01-19";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;650;19012500;4735543.82;"Outlet"
7216;"Éxito";1197831;"2024-01-30";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";342900.0;650;16900000;3651235.82;"Outlet"
7217;"Éxito";1197831;"2024-01-31";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;650;19012500;3479695.09;"Outlet"
7218;"Éxito";1197831;"2024-03-22";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;650;19012500;4315054.61;"Outlet"
7219;"Éxito";1197831;"2024-03-28";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;650;19012500;4101562.87;"Outlet"
7220;"Plaza Sport";1128299;"2024-06-01";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para mujer";514300.0;650;25350000;6281034.1;"Outlet"
7221;"Plaza Sport";1128299;"2024-07-02";"Pacífica";"Valle del Cauca";"Cali";"Ropa de hombre";557100.0;650;27462500;6087704.03;"Outlet"
7222;"Plaza Sport";1128299;"2024-07-08";"Pacífica";"Valle del Cauca";"Cali";"Ropa de hombre";557100.0;650;27462500;5905784.43;"Outlet"
7223;"Falabella";1189833;"2024-08-10";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";385700.0;650;19012500;2856157.02;"Outlet"
7224;"Falabella";1189833;"2024-08-14";"Andina";"Antioquia";"Bello";"Ropa de mujer";385700.0;650;19012500;3345800.2;"Outlet"
7225;"Falabella";1189833;"2024-08-16";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";385700.0;650;19012500;3217280.01;"Outlet"
7226;"Falabella";1189833;"2024-08-17";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";385700.0;650;19012500;3197124.52;"Outlet"
7227;"Falabella";1189833;"2024-09-10";"Andina";"Antioquia";"Bello";"Calzado deportivo para hombre";428600.0;650;21125000;3868786.24;"Outlet"
7228;"Falabella";1189833;"2024-09-11";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";428600.0;650;21125000;3194349.55;"Outlet"
7229;"Falabella";1189833;"2024-09-24";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";385700.0;650;19012500;3168350.18;"Outlet"
7230;"Falabella";1189833;"2024-10-02";"Andina";"Antioquia";"Bello";"Ropa de mujer";557100.0;650;27462500;6305190.91;"Outlet"
7231;"Falabella";1189833;"2024-10-06";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";428600.0;650;21125000;3549567.1;"Outlet"
7232;"Falabella";1189833;"2024-10-07";"Andina";"Antioquia";"Bello";"Ropa de hombre";514300.0;650;25350000;5611374.0;"Outlet"
7233;"Falabella";1189833;"2024-10-11";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";428600.0;650;21125000;4915773.78;"Outlet"
7234;"Falabella";1189833;"2024-10-14";"Andina";"Antioquia";"Bello";"Ropa de mujer";557100.0;650;27462500;6575314.15;"Outlet"
7235;"Falabella";1189833;"2024-10-18";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";428600.0;650;21125000;5049848.54;"Outlet"
7236;"Decathlon";1197831;"2025-01-14";"Andina";"Antioquia";"Medellín";"Calzado deportivo para hombre";300000.0;650;14787500;3208058.63;"Outlet"
7237;"Decathlon";1197831;"2025-02-08";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";385700.0;650;19012500;4136768.04;"Outlet"
7238;"Decathlon";1197831;"2025-03-10";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";557100.0;650;27462500;4862938.63;"Outlet"
7239;"Plaza Sport";1128299;"2023-07-13";"Caribe";"Atlántico";"Sabanalarga";"Calzado deportivo para hombre";600000.0;650;29575000;5697136.76;"In-store"
7240;"Plaza Sport";1185732;"2023-09-21";"Caribe";"La Guajira";"Riohacha";"Calzado deportivo para mujer";342900.0;650;16900000;2905800.81;"In-store"
7241;"Decathlon";1197831;"2024-08-12";"Andina";"Tolima";"Espinal";"Calzado urbano para hombre";214300.0;650;10562500;2554052.45;"Outlet"
7242;"Decathlon";1197831;"2024-08-18";"Andina";"Tolima";"Espinal";"Calzado urbano para hombre";257100.0;650;12675000;2702262.95;"Outlet"
7243;"Decathlon";1197831;"2024-08-19";"Andina";"Tolima";"Espinal";"Calzado deportivo para hombre";342900.0;650;16900000;3220634.59;"Outlet"
7244;"Decathlon";1197831;"2024-09-07";"Andina";"Tolima";"Espinal";"Calzado urbano para mujer";342900.0;650;16900000;2759121.24;"Outlet"
7245;"Decathlon";1197831;"2024-10-10";"Andina";"Tolima";"Espinal";"Ropa de mujer";557100.0;650;27462500;5618766.55;"Outlet"
7246;"Decathlon";1197831;"2025-01-15";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";171400.0;650;8450000.0;1379074.39;"Outlet"
7247;"Decathlon";1197831;"2025-01-16";"Andina";"Tolima";"Ibagué";"Calzado deportivo para hombre";171400.0;650;8450000.0;1370818.26;"Outlet"
7248;"Decathlon";1197831;"2025-01-29";"Andina";"Tolima";"Ibagué";"Calzado urbano para mujer";385700.0;650;19012500;3261078.36;"Outlet"
7249;"Mercado Libre";1185732;"2024-11-18";"Amazonía";"Vaupés";"Mitú";"Calzado urbano para hombre";557100.0;650;27462500;6067379.63;"Outlet"
7250;"Mercado Libre";1185732;"2025-01-17";"Amazonía";"Vaupés";"Mitú";"Calzado urbano para hombre";557100.0;650;27462500;6044433.67;"Outlet"
7251;"Nike Store";1128299;"2024-11-06";"Caribe";"San Andrés y Providencia";"Providencia";"Ropa de mujer";857100.0;650;42250000;7507353.18;"Outlet"
7252;"Nike Store";1128299;"2024-12-05";"Caribe";"San Andrés y Providencia";"Providencia";"Calzado deportivo para hombre";728600.0;650;35912500;6756972.89;"Outlet"
7253;"Éxito";1128299;"2024-12-12";"Caribe";"Atlántico";"Barranquilla";"Ropa de hombre";814300.0;650;40137500;10342972.94;"In-store"
7254;"Plaza Sport";1185732;"2024-06-10";"Caribe";"Atlántico";"Barranquilla";"Calzado deportivo para hombre";385700.0;650;19012500;4638852.1;"In-store"
7255;"Plaza Sport";1185732;"2024-06-10";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para mujer";300000.0;650;14787500;2763523.5;"In-store"
7256;"Plaza Sport";1185732;"2024-06-10";"Caribe";"Atlántico";"Barranquilla";"Ropa de mujer";385700.0;650;19012500;3088452.0;"In-store"
7257;"Plaza Sport";1185732;"2024-07-09";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";385700.0;650;19012500;4022455.13;"In-store"
7258;"Plaza Sport";1185732;"2025-02-04";"Andina";"Cundinamarca";"Chía";"Calzado deportivo para hombre";428600.0;650;21125000;4235882.99;"In-store"
7259;"Plaza Sport";1185732;"2025-04-07";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";600000.0;650;29575000;6443473.79;"In-store"
7260;"Falabella";1185732;"2024-11-08";"Amazonía";"Amazonas";"Leticia";"Ropa de mujer";471400.0;650;23237500;5293483.22;"In-store"
7261;"Nike Store";1128299;"2024-11-20";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";557100.0;650;27462500;6189746.71;"In-store"
7262;"Nike Store";1128299;"2024-11-20";"Andina";"Cundinamarca";"Facatativá";"Calzado urbano para mujer";685700.0;650;33800000;6203913.21;"In-store"
7263;"Nike Store";1128299;"2024-12-19";"Andina";"Cundinamarca";"Facatativá";"Calzado urbano para mujer";771400.0;650;38025000;7664756.38;"In-store"
7264;"Nike Store";1128299;"2025-01-20";"Andina";"Cundinamarca";"Facatativá";"Calzado urbano para mujer";600000.0;650;29575000;5832613.86;"In-store"
7265;"Nike Store";1128299;"2025-04-22";"Andina";"Cundinamarca";"Facatativá";"Calzado deportivo para hombre";428600.0;650;21125000;4887419.87;"In-store"
7266;"Decathlon";1185732;"2024-12-11";"Andina";"Boyacá";"Tunja";"Calzado deportivo para hombre";471400.0;650;23237500;4534630.29;"In-store"
7267;"Decathlon";1185732;"2025-01-12";"Andina";"Boyacá";"Tunja";"Calzado deportivo para hombre";471400.0;650;23237500;5615165.97;"In-store"
7268;"Decathlon";1185732;"2025-05-13";"Andina";"Boyacá";"Tunja";"Calzado deportivo para hombre";428600.0;650;21125000;5340058.21;"In-store"
7269;"Nike Store";1185732;"2025-05-13";"Andina";"Boyacá";"Tunja";"Ropa de mujer";557100.0;650;27462500;4640937.73;"In-store"
7270;"Nike Store";1185732;"2025-05-15";"Andina";"Santander";"Bucaramanga";"Calzado urbano para hombre";385700.0;650;19012500;2977502.36;"In-store"
7271;"Plaza Sport";1185732;"2024-11-07";"Andina";"Tolima";"Honda";"Calzado urbano para hombre";257100.0;650;12675000;2992094.12;"In-store"
7272;"Plaza Sport";1185732;"2025-02-08";"Andina";"Tolima";"Honda";"Calzado urbano para hombre";257100.0;650;12675000;2921465.93;"In-store"
7273;"Plaza Sport";1128299;"2024-11-20";"Pacífica";"Chocó";"Quibdó";"Calzado deportivo para hombre";557100.0;650;27462500;5060352.57;"In-store"
7274;"Plaza Sport";1128299;"2024-11-20";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para mujer";685700.0;650;33800000;6416903.84;"In-store"
7275;"Plaza Sport";1128299;"2024-12-19";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para mujer";771400.0;650;38025000;9371408.17;"In-store"
7276;"Plaza Sport";1128299;"2025-01-20";"Pacífica";"Chocó";"Quibdó";"Calzado urbano para mujer";600000.0;650;29575000;5403992.64;"In-store"
7277;"Plaza Sport";1128299;"2025-04-22";"Pacífica";"Chocó";"Quibdó";"Calzado deportivo para hombre";428600.0;650;21125000;5159710.17;"In-store"
7278;"Plaza Sport";1128299;"2024-12-12";"Caribe";"Bolívar";"Cartagena";"Ropa de hombre";814300.0;650;40137500;7749276.7;"Online"
7279;"Plaza Sport";1197831;"2024-09-01";"Amazonía";"Caquetá";"Florencia";"Calzado urbano para hombre";171400.0;650;8450000.0;1627481.2;"Online"
7280;"Plaza Sport";1197831;"2024-09-01";"Amazonía";"Caquetá";"Florencia";"Calzado deportivo para hombre";257100.0;650;12675000;2963438.99;"Online"
7281;"Falabella";1128299;"2025-01-22";"Orinoquía";"Arauca";"Arauca";"Calzado deportivo para hombre";557100.0;650;27462500;6074855.84;"Online"
7282;"Nike Store";1185732;"2025-03-05";"Caribe";"Sucre";"Sincelejo";"Calzado deportivo para mujer";385700.0;650;19012500;4840996.73;"Online"
7283;"Nike Store";1185732;"2025-03-05";"Caribe";"Sucre";"Sincelejo";"Ropa de hombre";471400.0;650;23237500;5565206.06;"Online"
7284;"Decathlon";1185732;"2024-09-28";"Caribe";"Córdoba";"Montería";"Calzado deportivo para hombre";385700.0;650;19012500;3300511.95;"Online"
7285;"Decathlon";1185732;"2024-10-31";"Caribe";"Córdoba";"Montería";"Calzado deportivo para mujer";428600.0;650;21125000;4637092.88;"Online"
7286;"Decathlon";1185732;"2024-10-31";"Caribe";"Córdoba";"Montería";"Ropa de hombre";557100.0;650;27462500;5677760.32;"Online"
7287;"Decathlon";1185732;"2024-12-30";"Caribe";"Córdoba";"Montería";"Ropa de hombre";471400.0;650;23237500;5233262.26;"Online"
7288;"Decathlon";1185732;"2025-04-01";"Caribe";"Córdoba";"Montería";"Calzado deportivo para hombre";300000.0;650;14787500;3634772.38;"Online"
7289;"Decathlon";1185732;"2025-04-01";"Caribe";"Córdoba";"Montería";"Calzado deportivo para mujer";514300.0;650;25350000;4648651.77;"Online"
7290;"Mercado Libre";1185732;"2024-12-05";"Andina";"Risaralda";"Pereira";"Calzado deportivo para hombre";514300.0;650;25350000;6324643.86;"Online"
7291;"Mercado Libre";1185732;"2025-01-06";"Andina";"Risaralda";"Pereira";"Calzado deportivo para hombre";514300.0;650;25350000;5509264.09;"Online"
7292;"Decathlon";1197831;"2024-06-21";"Caribe";"Magdalena";"Santa Marta";"Calzado urbano para hombre";214300.0;650;10562500;1987453.73;"Online"
7293;"Éxito";1197831;"2025-02-15";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";428600.0;650;21125000;5256377.13;"Online"
7294;"Falabella";1197831;"2025-01-09";"Andina";"Quindío";"Armenia";"Calzado urbano para hombre";514300.0;650;25350000;5060596.02;"Online"
7295;"Plaza Sport";1185732;"2024-12-12";"Andina";"Norte de Santander";"Cúcuta";"Calzado urbano para hombre";514300.0;650;25350000;5366022.53;"In-store"
7296;"Nike Store";1185732;"2025-05-14";"Andina";"Norte de Santander";"Cúcuta";"Calzado urbano para hombre";557100.0;650;27462500;5478768.4;"In-store"
7297;"Nike Store";1185732;"2024-11-11";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para hombre";471400.0;650;23237500;4937217.88;"In-store"
7298;"Nike Store";1185732;"2025-01-10";"Caribe";"Atlántico";"Puerto Colombia";"Calzado urbano para hombre";471400.0;650;23237500;4736696.64;"In-store"
7299;"Decathlon";1185732;"2024-11-29";"Caribe";"San Andrés y Providencia";"San Andrés";"Calzado urbano para hombre";471400.0;650;23237500;5386204.62;"In-store"
7300;"Mercado Libre";1185732;"2024-11-08";"Andina";"Boyacá";"Duitama";"Calzado urbano para hombre";514300.0;650;25350000;4497881.74;"In-store"
7301;"Mercado Libre";1185732;"2025-01-07";"Andina";"Boyacá";"Duitama";"Calzado urbano para hombre";514300.0;650;25350000;3847830.04;"In-store"
7302;"Éxito";1197831;"2024-08-15";"Pacífica";"Nariño";"Pasto";"Calzado urbano para hombre";171400.0;645;8320500.0;1552997.55;"Online"
7303;"Decathlon";1197831;"2023-12-25";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";300000.0;625;13671875;2978708.02;"Outlet"
7304;"Decathlon";1197831;"2024-01-06";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";342900.0;625;15625000;2490853.93;"Outlet"
7305;"Éxito";1197831;"2024-02-05";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";428600.0;625;19531250;4169133.11;"Outlet"
7306;"Éxito";1197831;"2024-02-06";"Caribe";"Atlántico";"Soledad";"Ropa de hombre";385700.0;625;17578125;3850560.8;"Outlet"
7307;"Plaza Sport";1128299;"2024-04-02";"Caribe";"Atlántico";"Soledad";"Calzado deportivo para mujer";428600.0;625;19531250;3806480.18;"Outlet"
7308;"Plaza Sport";1128299;"2024-05-26";"Pacífica";"Valle del Cauca";"Cali";"Calzado deportivo para mujer";514300.0;625;23437500;3921012.98;"Outlet"
7309;"Falabella";1189833;"2024-09-02";"Andina";"Antioquia";"Bello";"Ropa de mujer";385700.0;625;17578125;3723177.22;"Outlet"
7310;"Falabella";1189833;"2024-09-05";"Andina";"Antioquia";"Bello";"Calzado urbano para mujer";428600.0;625;19531250;3655223.02;"Outlet"
7311;"Falabella";1189833;"2024-09-14";"Andina";"Antioquia";"Bello";"Ropa de mujer";557100.0;625;25390625;3816588.01;"Outlet"
7312;"Falabella";1189833;"2024-09-18";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";385700.0;625;17578125;2639039.09;"Outlet"
7313;"Falabella";1189833;"2024-10-12";"Andina";"Antioquia";"Bello";"Calzado deportivo para mujer";428600.0;625;19531250;5072567.56;"Outlet"
7314;"Falabella";1189833;"2024-10-25";"Andina";"Antioquia";"Bello";"Ropa de hombre";514300.0;625;23437500;6051124.07;"Outlet"
7315;"Decathlon";1197831;"2025-02-02";"Andina";"Antioquia";"Medellín";"Calzado urbano para mujer";214300.0;625;9765625.0;2458594.67;"Outlet"
7316;"Decathlon";1197831;"2025-03-02";"Andina";"Antioquia";"Medellín";"Calzado urbano para hombre";342900.0;625;15625000;3504009.26;"Outlet"
7317;"Decathlon";1197831;"2025-03-03";"Andina";"Antioquia";"Medellín";"Calzado deportivo para hombre";342900.0;625;15625000;3375041.97;"Outlet"
7318;"Plaza Sport";1128299;"2023-09-16";"Andina";"Cundinamarca";"Cajicá";"Ropa de mujer";728600.0;625;33203125;8541293.21;"In-store"
7319;"Plaza Sport";1128299;"2023-09-18";"Andina";"Cundinamarca";"Cajicá";"Calzado deportivo para hombre";600000.0;625;27343750;4326060.62;"In-store"
7320;"Plaza Sport";1128299;"2023-11-23";"Pacífica";"Nariño";"Tumaco";"Calzado deportivo para hombre";685700.0;625;31250000;6228753.92;"In-store"
7321;"Plaza Sport";1128299;"2023-11-24";"Pacífica";"Nariño";"Tumaco";"Calzado urbano para mujer";685700.0;625;31250000;4749061.85;"In-store"
7322;"Plaza Sport";1128299;"2023-11-30";"Pacífica";"Nariño";"Tumaco";"Calzado urbano para mujer";728600.0;625;33203125;7699456.85;"In-store"
7323;"Plaza Sport";1128299;"2023-12-06";"Pacífica";"Nariño";"Tumaco";"Calzado urbano para mujer";642900.0;625;29296875;6548955.61;"In-store"
7324;"Plaza Sport";1128299;"2023-12-23";"Pacífica";"Nariño";"Tumaco";"Calzado deportivo para hombre";557100.0;625;25390625;4113785.39;"In-store"
7325;"Nike Store";1185732;"2024-01-18";"Caribe";"La Guajira";"Riohacha";"Calzado deportivo para mujer";342900.0;625;15625000;3273222.29;"In-store"
7326;"Falabella";1189833;"2024-07-08";"Amazonía";"Guainía";"Inírida";"Calzado deportivo para hombre";471400.0;625;21484375;4111498.54;"Outlet"
7327;"Decathlon";1197831;"2024-08-13";"Andina";"Tolima";"Espinal";"Calzado deportivo para hombre";300000.0;625;13671875;2439051.11;"Outlet"
7328;"Decathlon";1197831;"2024-09-24";"Andina";"Tolima";"Espinal";"Calzado deportivo para hombre";428600.0;625;19531250;3278928.39;"Outlet"
7329;"Decathlon";1197831;"2024-09-28";"Andina";"Tolima";"Espinal";"Ropa de mujer";385700.0;625;17578125;2710690.47;"Outlet"
7330;"Decathlon";1197831;"2025-01-03";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";214300.0;625;9765625.0;2220678.21;"Outlet"
7331;"Decathlon";1197831;"2025-01-09";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";257100.0;625;11718750;2277688.33;"Outlet"
7332;"Decathlon";1197831;"2025-01-10";"Andina";"Tolima";"Ibagué";"Calzado deportivo para hombre";342900.0;625;15625000;3900333.53;"Outlet"
7333;"Decathlon";1197831;"2025-02-14";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";471400.0;625;21484375;3975007.27;"Outlet"
7334;"Decathlon";1197831;"2025-02-16";"Andina";"Tolima";"Ibagué";"Calzado urbano para mujer";514300.0;625;23437500;5770982.04;"Outlet"
7335;"Decathlon";1197831;"2025-02-26";"Andina";"Tolima";"Ibagué";"Calzado urbano para hombre";171400.0;625;7812500.0;1531931.86;"Outlet"
7336;"Decathlon";1197831;"2025-02-27";"Andina";"Tolima";"Ibagué";"Calzado deportivo para hombre";171400.0;625;7812500.0;1576177.3;"Outlet"
7337;"Decathlon";1197831;"2025-03-03";"Andina";"Tolima";"Ibagué";"Ropa de mujer";514300.0;625;23437500;3761522.78;"Outlet"
7338;"Éxito";1128299;"2025-04-15";"Caribe";"Atlántico";"Barranquilla";"Calzado urbano para hombre";471400.0;625;21484375;3377475.12;"In-store"
7339;"Plaza Sport";1128299;"2025-05-14";"Caribe";"Atlántico";"Barranquilla";"Ropa de mujer";814300.0;625;37109375;5735463.96;"In-store"
7340;"Plaza Sport";1185732;"2024-10-04";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";557100.0;625;25390625;3838045.91;"In-store"
7341;"Plaza Sport";1185732;"2024-11-06";"Andina";"Cundinamarca";"Chía";"Calzado deportivo para hombre";471400.0;625;21484375;5416916.29;"In-store"
7342;"Plaza Sport";1185732;"2024-12-04";"Andina";"Cundinamarca";"Chía";"Calzado urbano para mujer";471400.0;625;21484375;4666068.37;"In-store"
7343;"Plaza Sport";1185732;"2025-01-05";"Andina";"Cundinamarca";"Chía";"Calzado urbano para mujer";471400.0;625;21484375;3856936.79;"In-store"
7344;"Plaza Sport";1185732;"2025-02-04";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";514300.0;625;23437500;4829567.92;"In-store"
7345;"Plaza Sport";1185732;"2025-03-08";"Andina";"Cundinamarca";"Chía";"Calzado deportivo para hombre";428600.0;625;19531250;4526156.2;"In-store"
7346;"Plaza Sport";1185732;"2025-03-08";"Andina";"Cundinamarca";"Chía";"Ropa de mujer";557100.0;625;25390625;4329388.42;"In-store"
7347;"Falabella";1185732;"2025-05-06";"Andina";"Cundinamarca";"Chía";"Calzado urbano para mujer";471400.0;625;21484375;4884234.17;"In-store"
7348;"Falabella";1185732;"2024-12-06";"Amazonía";"Amazonas";"Leticia";"Calzado deportivo para hombre";385700.0;625;17578125;4485245.07;"In-store"
7349;"Falabella";1185732;"2025-01-07";"Amazonía";"Amazonas";"Leticia";"Calzado deportivo para hombre";385700.0;625;17578125;3933744.36;"In-store"
7350;"Decathlon";1185732;"2025-04-14";"Andina";"Boyacá";"Tunja";"Ropa de mujer";557100.0;625;25390625;5165720.33;"In-store"
7351;"Nike Store";1185732;"2024-06-16";"Andina";"Boyacá";"Tunja";"Calzado urbano para hombre";257100.0;625;11718750;2295591.89;"In-store"
7352;"Plaza Sport";1185732;"2024-09-07";"Andina";"Tolima";"Honda";"Calzado urbano para hombre";257100.0;625;11718750;2567611.14;"In-store"
7353;"Plaza Sport";1128299;"2025-04-15";"Caribe";"Bolívar";"Cartagena";"Calzado urbano para hombre";342900.0;625;15625000;3872540.08;"Online"
