Minorista,Minorista ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
Plaza Sport,1128299,2023-11-24,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,685700.0,625,31250000,4749061.85,In-store
Plaza Sport,1128299,2023-11-30,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,728600.0,625,33203125,7699456.85,In-store
Plaza Sport,1128299,2023-12-06,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,642900.0,625,29296875,6548955.61,In-store
Plaza Sport,1128299,2023-12-23,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,557100.0,625,25390625,4113785.39,In-store
Nike Store,1185732,2024-01-18,Caribe,La Guajira,Riohacha,Calzado deportivo para mujer,342900.0,625,15625000,3273222.29,In-store
Falabella,1189833,2024-07-08,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,471400.0,625,21484375,4111498.54,Outlet
Decathlon,1197831,2024-08-13,Andina,Tolima,Espinal,Calzado deportivo para hombre,300000.0,625,13671875,2439051.11,Outlet
Decathlon,1197831,2024-09-24,Andina,Tolima,Espinal,Calzado deportivo para hombre,428600.0,625,19531250,3278928.39,Outlet
Decathlon,1197831,2024-09-28,Andina,Tolima,Espinal,Ropa de mujer,385700.0,625,17578125,2710690.47,Outlet
Decathlon,1197831,2025-01-03,Andina,Tolima,Ibagué,Calzado urbano para hombre,214300.0,625,9765625.0,2220678.21,Outlet
Decathlon,1197831,2025-01-09,Andina,Tolima,Ibagué,Calzado urbano para hombre,257100.0,625,11718750,2277688.33,Outlet
Decathlon,1197831,2025-01-10,Andina,Tolima,Ibagué,Calzado deportivo para hombre,342900.0,625,15625000,3900333.53,Outlet
Decathlon,1197831,2025-02-14,Andina,Tolima,Ibagué,Calzado urbano para hombre,471400.0,625,21484375,3975007.27,Outlet
Decathlon,1197831,2025-02-16,Andina,Tolima,Ibagué,Calzado urbano para mujer,514300.0,625,23437500,5770982.04,Outlet
Decathlon,1197831,2025-02-26,Andina,Tolima,Ibagué,Calzado urbano para hombre,171400.0,625,7812500.0,1531931.86,Outlet
Decathlon,1197831,2025-02-27,Andina,Tolima,Ibagué,Calzado deportivo para hombre,171400.0,625,7812500.0,1576177.3,Outlet
Decathlon,1197831,2025-03-03,Andina,Tolima,Ibagué,Ropa de mujer,514300.0,625,23437500,3761522.78,Outlet
Éxito,1128299,2025-04-15,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,471400.0,625,21484375,3377475.12,In-store
Plaza Sport,1128299,2025-05-14,Caribe,Atlántico,Barranquilla,Ropa de mujer,814300.0,625,37109375,5735463.96,In-store
Plaza Sport,1185732,2024-10-04,Andina,Cundinamarca,Chía,Ropa de mujer,557100.0,625,25390625,3838045.91,In-store
Plaza Sport,1185732,2024-11-06,Andina,Cundinamarca,Chía,Calzado deportivo para hombre,471400.0,625,21484375,5416916.29,In-store
Plaza Sport,1185732,2024-12-04,Andina,Cundinamarca,Chía,Calzado urbano para mujer,471400.0,625,21484375,4666068.37,In-store
Plaza Sport,1185732,2025-01-05,Andina,Cundinamarca,Chía,Calzado urbano para mujer,471400.0,625,21484375,3856936.79,In-store
Plaza Sport,1185732,2025-02-04,Andina,Cundinamarca,Chía,Ropa de mujer,514300.0,625,23437500,4829567.92,In-store
Plaza Sport,1185732,2025-03-08,Andina,Cundinamarca,Chía,Calzado deportivo para hombre,428600.0,625,19531250,4526156.2,In-store
Plaza Sport,1185732,2025-03-08,Andina,Cundinamarca,Chía,Ropa de mujer,557100.0,625,25390625,4329388.42,In-store
Falabella,1185732,2025-05-06,Andina,Cundinamarca,Chía,Calzado urbano para mujer,471400.0,625,21484375,4884234.17,In-store
Falabella,1185732,2024-12-06,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,385700.0,625,17578125,4485245.07,In-store
Falabella,1185732,2025-01-07,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,385700.0,625,17578125,3933744.36,In-store
Decathlon,1185732,2025-04-14,Andina,Boyacá,Tunja,Ropa de mujer,557100.0,625,25390625,5165720.33,In-store
Nike Store,1185732,2024-06-16,Andina,Boyacá,Tunja,Calzado urbano para hombre,257100.0,625,11718750,2295591.89,In-store
Plaza Sport,1185732,2024-09-07,Andina,Tolima,Honda,Calzado urbano para hombre,257100.0,625,11718750,2567611.14,In-store
Plaza Sport,1128299,2025-04-15,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,342900.0,625,15625000,3872540.08,Online
Nike Store,1128299,2025-05-14,Caribe,Bolívar,Cartagena,Ropa de mujer,771400.0,625,35156250,7449763.24,Online
Nike Store,1197831,2024-07-03,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,214300.0,625,9765625.0,1621037.03,Online
Nike Store,1197831,2024-08-02,Amazonía,Caquetá,Florencia,Calzado urbano para hombre,257100.0,625,11718750,1807708.96,Online
Nike Store,1197831,2024-08-02,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,342900.0,625,15625000,3645415.39,Online
Decathlon,1197831,2025-02-01,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,471400.0,625,21484375,4807331.6,Online
Decathlon,1197831,2025-02-01,Amazonía,Caquetá,Florencia,Ropa de mujer,428600.0,625,19531250,3103074.62,Online
Decathlon,1197831,2025-04-03,Amazonía,Caquetá,Florencia,Ropa de mujer,557100.0,625,25390625,4903153.22,Online
Nike Store,1128299,2024-11-19,Andina,Santander,Floridablanca,Calzado urbano para hombre,428600.0,625,19531250,4470932.81,Online
Nike Store,1128299,2025-01-19,Andina,Santander,Floridablanca,Calzado urbano para hombre,471400.0,625,21484375,4194445.93,Online
Nike Store,1128299,2025-05-20,Andina,Santander,Floridablanca,Calzado urbano para hombre,385700.0,625,17578125,4384453.44,Online
Nike Store,1128299,2025-05-20,Andina,Santander,Floridablanca,Calzado deportivo para hombre,428600.0,625,19531250,3543676.76,Online
Falabella,1128299,2025-02-23,Orinoquía,Arauca,Arauca,Calzado urbano para hombre,428600.0,625,19531250,4470726.57,Online
Falabella,1128299,2025-02-23,Orinoquía,Arauca,Arauca,Calzado deportivo para hombre,471400.0,625,21484375,4945644.13,Online
Decathlon,1128299,2025-01-09,Andina,Cundinamarca,Soacha,Calzado deportivo para hombre,514300.0,625,23437500,4787875.15,Online
Nike Store,1185732,2024-07-06,Caribe,Sucre,Sincelejo,Calzado deportivo para mujer,300000.0,625,13671875,2472170.39,Online
Nike Store,1185732,2024-08-01,Caribe,Sucre,Sincelejo,Ropa de hombre,385700.0,625,17578125,4416679.91,Online
Nike Store,1185732,2024-09-02,Caribe,Sucre,Sincelejo,Ropa de hombre,428600.0,625,19531250,4567094.73,Online
Decathlon,1185732,2024-06-04,Caribe,Sucre,Sincelejo,Ropa de hombre,385700.0,625,17578125,2731574.12,Online
Decathlon,1185732,2024-07-03,Caribe,Sucre,Sincelejo,Calzado deportivo para hombre,300000.0,625,13671875,3492826.86,Online
Decathlon,1185732,2024-07-29,Caribe,Córdoba,Montería,Calzado urbano para mujer,171400.0,625,7812500.0,1728031.52,Online
Decathlon,1185732,2024-07-29,Caribe,Córdoba,Montería,Ropa de mujer,257100.0,625,11718750,2220869.13,Online
Decathlon,1185732,2024-09-28,Caribe,Córdoba,Montería,Calzado urbano para mujer,342900.0,625,15625000,3812605.16,Online
Decathlon,1185732,2025-01-29,Caribe,Córdoba,Montería,Calzado urbano para mujer,257100.0,625,11718750,2009661.99,Online
Decathlon,1185732,2025-04-01,Caribe,Córdoba,Montería,Ropa de hombre,642900.0,625,29296875,5725652.25,Online
Mercado Libre,1185732,2025-05-07,Andina,Risaralda,Pereira,Calzado deportivo para hombre,557100.0,625,25390625,5146794.36,Online
Plaza Sport,1185732,2025-05-07,Andina,Risaralda,Pereira,Ropa de mujer,685700.0,625,31250000,5225493.62,Online
Nike Store,1185732,2024-11-14,Caribe,Magdalena,Santa Marta,Ropa de mujer,557100.0,625,25390625,4772559.81,Online
Éxito,1185732,2025-01-13,Caribe,Magdalena,Santa Marta,Ropa de mujer,471400.0,625,21484375,3828081.2,Online
Decathlon,1185732,2025-04-15,Caribe,Magdalena,Santa Marta,Calzado urbano para hombre,257100.0,625,11718750,2074249.26,Online
Plaza Sport,1197831,2024-07-20,Pacífica,Nariño,Pasto,Calzado urbano para hombre,214300.0,625,9765625.0,1957750.79,Online
Falabella,1197831,2025-05-17,Andina,Huila,Neiva,Calzado urbano para hombre,600000.0,625,27343750,5779391.34,Online
Falabella,1185732,2024-12-02,Andina,Cundinamarca,Zipaquirá,Calzado urbano para hombre,428600.0,625,19531250,3816053.69,In-store
Decathlon,1185732,2024-11-01,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,471400.0,625,21484375,4142788.08,In-store
Decathlon,1185732,2024-12-31,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,471400.0,625,21484375,4898307.05,In-store
Nike Store,1185732,2025-05-15,Andina,Caldas,Chinchiná,Calzado urbano para hombre,642900.0,625,29296875,5609935.03,Outlet
Nike Store,1185732,2024-08-13,Andina,Santander,Bucaramanga,Calzado urbano para hombre,300000.0,620,13454000,3140797.69,In-store
Nike Store,1185732,2024-10-15,Andina,Santander,Bucaramanga,Calzado urbano para hombre,342900.0,620,15376000,3425439.27,In-store
Decathlon,1197831,2023-12-31,Caribe,Atlántico,Soledad,Calzado deportivo para mujer,342900.0,600,14400000,2211122.23,Outlet
Éxito,1197831,2024-01-13,Caribe,Atlántico,Soledad,Ropa de hombre,385700.0,600,16200000,2744536.8,Outlet
Éxito,1197831,2024-02-11,Caribe,Atlántico,Soledad,Calzado deportivo para mujer,428600.0,600,18000000,4255718.38,Outlet
Plaza Sport,1128299,2024-05-20,Pacífica,Valle del Cauca,Cali,Calzado deportivo para mujer,514300.0,600,21600000,4188163.15,Outlet
Falabella,1189833,2024-09-04,Andina,Antioquia,Bello,Calzado deportivo para hombre,428600.0,600,18000000,3963524.72,Outlet
Falabella,1189833,2024-09-08,Andina,Antioquia,Bello,Ropa de mujer,557100.0,600,23400000,6067380.49,Outlet
Falabella,1189833,2024-10-13,Andina,Antioquia,Bello,Ropa de hombre,514300.0,600,21600000,3366605.66,Outlet
Falabella,1189833,2024-10-19,Andina,Antioquia,Bello,Ropa de hombre,514300.0,600,21600000,3919051.64,Outlet
Decathlon,1197831,2025-01-30,Andina,Antioquia,Medellín,Ropa de mujer,257100.0,600,10800000,1939720.65,Outlet
Decathlon,1197831,2025-02-09,Andina,Antioquia,Medellín,Calzado deportivo para mujer,385700.0,600,16200000,3300038.74,Outlet
Plaza Sport,1128299,2023-07-05,Caribe,Atlántico,Sabanalarga,Ropa de mujer,685700.0,600,28800000,6327912.6,Outlet
Plaza Sport,1128299,2023-07-07,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,557100.0,600,23400000,5322977.14,Outlet
Plaza Sport,1128299,2023-07-18,Caribe,Atlántico,Sabanalarga,Calzado urbano para hombre,514300.0,600,21600000,4713783.53,In-store
Plaza Sport,1128299,2023-07-19,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,557100.0,600,23400000,6054062.75,In-store
Plaza Sport,1128299,2023-09-29,Andina,Cundinamarca,Cajicá,Calzado urbano para hombre,557100.0,600,23400000,3718517.36,In-store
Plaza Sport,1128299,2023-09-30,Andina,Cundinamarca,Cajicá,Calzado deportivo para hombre,600000.0,600,25200000,4999506.24,In-store
Plaza Sport,1128299,2023-12-10,Pacífica,Nariño,Tumaco,Calzado urbano para hombre,600000.0,600,25200000,6431859.82,In-store
Plaza Sport,1128299,2023-12-11,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,642900.0,600,27000000,5426550.48,In-store
Plaza Sport,1128299,2023-12-22,Pacífica,Nariño,Tumaco,Calzado urbano para hombre,514300.0,600,21600000,4303133.87,In-store
Falabella,1189833,2024-06-30,Amazonía,Guainía,Inírida,Ropa de mujer,514300.0,600,21600000,5251948.29,Outlet
Falabella,1189833,2024-07-02,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,385700.0,600,16200000,4018754.93,Outlet
Falabella,1189833,2024-07-13,Amazonía,Guainía,Inírida,Calzado urbano para hombre,385700.0,600,16200000,4064891.07,Outlet
Falabella,1189833,2024-07-14,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,428600.0,600,18000000,4506878.47,Outlet
Decathlon,1197831,2024-09-01,Andina,Tolima,Espinal,Calzado urbano para mujer,171400.0,600,7200000.0,1721902.2,Outlet
Decathlon,1197831,2024-09-08,Andina,Tolima,Espinal,Calzado deportivo para mujer,342900.0,600,14400000,2658513.7,Outlet
Decathlon,1197831,2024-10-07,Andina,Tolima,Espinal,Calzado urbano para mujer,471400.0,600,19800000,3279588.64,Outlet
Decathlon,1197831,2025-01-04,Andina,Tolima,Ibagué,Calzado deportivo para hombre,300000.0,600,12600000,2952456.33,Outlet
Decathlon,1197831,2025-01-30,Andina,Tolima,Ibagué,Calzado deportivo para mujer,385700.0,600,16200000,3154177.09,Outlet
Mercado Libre,1185732,2025-05-18,Amazonía,Vaupés,Mitú,Calzado urbano para hombre,642900.0,600,27000000,6224732.75,Outlet
Nike Store,1128299,2024-11-06,Caribe,San Andrés,Providencia,Calzado deportivo para hombre,642900.0,600,27000000,5362778.4,Outlet
Nike Store,1128299,2024-11-06,Caribe,San Andrés,Providencia,Calzado urbano para mujer,642900.0,600,27000000,4089693.82,Outlet
Nike Store,1128299,2024-12-05,Caribe,San Andrés,Providencia,Calzado urbano para mujer,728600.0,600,30600000,7083485.2,Outlet
Nike Store,1128299,2025-01-06,Caribe,San Andrés,Providencia,Calzado urbano para mujer,600000.0,600,25200000,5620149.39,Outlet
Éxito,1128299,2025-04-08,Caribe,San Andrés,Providencia,Calzado deportivo para hombre,514300.0,600,21600000,3470033.0,Outlet
Éxito,1128299,2024-12-12,Caribe,Atlántico,Barranquilla,Calzado deportivo para mujer,771400.0,600,32400000,6615528.51,In-store
Éxito,1128299,2025-04-15,Caribe,Atlántico,Barranquilla,Ropa de mujer,771400.0,600,32400000,5474494.19,In-store
Plaza Sport,1128299,2025-05-14,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,685700.0,600,28800000,5537676.01,In-store
Plaza Sport,1128299,2025-05-14,Caribe,Atlántico,Barranquilla,Calzado deportivo para mujer,685700.0,600,28800000,5601728.99,In-store
Plaza Sport,1185732,2024-07-09,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,300000.0,600,12600000,3095582.44,In-store
Plaza Sport,1185732,2024-09-05,Andina,Cundinamarca,Chía,Ropa de mujer,385700.0,600,16200000,2671255.23,In-store
Plaza Sport,1185732,2024-11-06,Andina,Cundinamarca,Chía,Calzado urbano para mujer,428600.0,600,18000000,2833524.99,In-store
Plaza Sport,1185732,2024-12-04,Andina,Cundinamarca,Chía,Ropa de hombre,557100.0,600,23400000,5906473.2,In-store
Plaza Sport,1185732,2025-04-07,Andina,Cundinamarca,Chía,Calzado deportivo para hombre,428600.0,600,18000000,3596629.71,In-store
Falabella,1185732,2024-06-12,Andina,Cundinamarca,Chía,Calzado deportivo para hombre,342900.0,600,14400000,2906260.65,In-store
Falabella,1185732,2024-06-12,Andina,Cundinamarca,Chía,Calzado urbano para mujer,257100.0,600,10800000,2804544.01,In-store
Falabella,1185732,2024-06-12,Andina,Cundinamarca,Chía,Ropa de mujer,342900.0,600,14400000,3066178.18,In-store
Falabella,1185732,2024-07-11,Amazonía,Amazonas,Leticia,Ropa de mujer,342900.0,600,14400000,3536714.91,In-store
Falabella,1185732,2024-10-06,Amazonía,Amazonas,Leticia,Ropa de mujer,471400.0,600,19800000,4340930.07,In-store
Falabella,1185732,2024-11-08,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,385700.0,600,16200000,3391937.53,In-store
Falabella,1185732,2025-02-06,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,385700.0,600,16200000,3874677.54,In-store
Falabella,1185732,2025-02-06,Amazonía,Amazonas,Leticia,Ropa de mujer,471400.0,600,19800000,3915480.75,In-store
Falabella,1185732,2025-03-10,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,385700.0,600,16200000,3745843.24,In-store
Falabella,1185732,2025-03-10,Amazonía,Amazonas,Leticia,Ropa de mujer,514300.0,600,21600000,4165987.71,In-store
Falabella,1185732,2025-05-08,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,385700.0,600,16200000,3736924.24,In-store
Nike Store,1185732,2025-05-08,Amazonía,Amazonas,Leticia,Ropa de mujer,514300.0,600,21600000,4422865.21,In-store
Nike Store,1128299,2024-12-19,Andina,Cundinamarca,Facatativá,Ropa de hombre,771400.0,600,32400000,5889943.73,In-store
Decathlon,1185732,2025-02-11,Andina,Boyacá,Tunja,Calzado deportivo para hombre,342900.0,600,14400000,3667033.48,In-store
Nike Store,1185732,2025-05-13,Andina,Boyacá,Tunja,Calzado urbano para mujer,428600.0,600,18000000,4462386.43,In-store
Nike Store,1185732,2024-11-14,Andina,Santander,Bucaramanga,Calzado urbano para hombre,300000.0,600,12600000,2716389.67,In-store
Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Calzado urbano para hombre,300000.0,600,12600000,2320936.88,In-store
Plaza Sport,1185732,2024-12-06,Andina,Tolima,Honda,Ropa de mujer,342900.0,600,14400000,3373160.5,In-store
Plaza Sport,1128299,2024-12-19,Pacífica,Chocó,Quibdó,Ropa de hombre,771400.0,600,32400000,8055685.47,In-store
Plaza Sport,1128299,2024-12-12,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,771400.0,600,32400000,5521594.12,Online
Plaza Sport,1128299,2025-04-15,Caribe,Bolívar,Cartagena,Ropa de mujer,728600.0,600,30600000,5391752.41,Online
Nike Store,1128299,2025-05-14,Caribe,Bolívar,Cartagena,Calzado urbano para mujer,642900.0,600,27000000,5933157.75,Online
Nike Store,1128299,2025-05-14,Caribe,Bolívar,Cartagena,Calzado deportivo para mujer,642900.0,600,27000000,5403503.05,Online
Nike Store,1197831,2024-07-03,Caribe,Bolívar,Cartagena,Calzado deportivo para hombre,300000.0,600,12600000,2411752.98,Online
Plaza Sport,1197831,2024-10-31,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,428600.0,600,18000000,3719800.99,Online
Decathlon,1197831,2025-04-03,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,514300.0,600,21600000,4299504.95,Online
Falabella,1128299,2024-11-22,Orinoquía,Arauca,Arauca,Ropa de mujer,642900.0,600,27000000,6082801.56,Online
Falabella,1128299,2024-12-21,Orinoquía,Arauca,Arauca,Calzado deportivo para hombre,514300.0,600,21600000,3440691.46,Online
Falabella,1128299,2025-04-24,Orinoquía,Arauca,Arauca,Calzado deportivo para hombre,557100.0,600,23400000,4459794.75,Online
Decathlon,1128299,2025-02-10,Andina,Cundinamarca,Soacha,Calzado urbano para hombre,385700.0,600,16200000,3484195.34,Online
Decathlon,1128299,2025-02-10,Andina,Cundinamarca,Soacha,Calzado deportivo para hombre,428600.0,600,18000000,4384806.8,Online
Nike Store,1185732,2024-09-02,Caribe,Sucre,Sincelejo,Calzado deportivo para mujer,257100.0,600,10800000,2190029.75,Online
Decathlon,1185732,2024-07-03,Caribe,Córdoba,Montería,Ropa de hombre,385700.0,600,16200000,3938244.83,Online
Decathlon,1185732,2024-07-29,Caribe,Córdoba,Montería,Calzado deportivo para hombre,257100.0,600,10800000,2561393.56,Online
Decathlon,1185732,2024-09-28,Caribe,Córdoba,Montería,Ropa de hombre,428600.0,600,18000000,3537463.59,Online
Decathlon,1185732,2025-01-29,Caribe,Córdoba,Montería,Calzado deportivo para mujer,257100.0,600,10800000,2496210.13,Online
Decathlon,1185732,2025-01-29,Caribe,Córdoba,Montería,Ropa de hombre,342900.0,600,14400000,2823488.29,Online
Mercado Libre,1185732,2024-12-17,Andina,Cundinamarca,Girardot,Calzado urbano para hombre,428600.0,600,18000000,4445751.21,Online
Éxito,1185732,2024-12-12,Caribe,Magdalena,Santa Marta,Calzado deportivo para hombre,471400.0,600,19800000,3300742.57,Online
Éxito,1185732,2025-01-13,Caribe,Magdalena,Santa Marta,Calzado deportivo para hombre,471400.0,600,19800000,3218733.89,Online
Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Calzado urbano para hombre,214300.0,600,9000000.0,1464291.74,Online
Éxito,1197831,2024-12-15,Pacífica,Nariño,Pasto,Ropa de mujer,557100.0,600,23400000,4113917.99,Online
Éxito,1197831,2025-03-19,Pacífica,Nariño,Pasto,Calzado urbano para hombre,257100.0,600,10800000,2602206.67,Online
Plaza Sport,1197831,2024-11-17,Andina,Huila,Neiva,Calzado urbano para hombre,342900.0,600,14400000,2841118.98,Online
Falabella,1197831,2024-07-13,Andina,Huila,Neiva,Calzado urbano para hombre,214300.0,600,9000000.0,2012980.17,Online
Nike Store,1197831,2025-05-10,Andina,Quindío,Armenia,Calzado urbano para hombre,600000.0,600,25200000,3941847.88,Online
Plaza Sport,1185732,2025-05-07,Orinoquía,Meta,Villavicencio,Calzado urbano para hombre,514300.0,600,21600000,3912176.59,In-store
Plaza Sport,1185732,2024-11-13,Andina,Norte de Santander,Cúcuta,Calzado urbano para hombre,385700.0,600,16200000,2856527.06,In-store
Falabella,1185732,2025-05-11,Caribe,Atlántico,Puerto Colombia,Calzado urbano para hombre,557100.0,600,23400000,4405899.4,In-store
Falabella,1185732,2024-11-04,Andina,Cundinamarca,Zipaquirá,Calzado urbano para hombre,428600.0,600,18000000,2744010.12,In-store
Falabella,1185732,2025-01-03,Andina,Cundinamarca,Zipaquirá,Calzado urbano para hombre,428600.0,600,18000000,2832590.51,In-store
Decathlon,1185732,2024-12-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado urbano para hombre,471400.0,600,19800000,3554014.47,In-store
Mercado Libre,1185732,2025-05-08,Andina,Boyacá,Duitama,Calzado urbano para hombre,600000.0,600,25200000,4167575.69,In-store
Mercado Libre,1185732,2024-07-18,Andina,Boyacá,Duitama,Calzado urbano para hombre,428600.0,600,18000000,4471432.19,In-store
Decathlon,1185732,2025-04-01,Caribe,Córdoba,Montería,Calzado urbano para mujer,342900.0,595,14161000,2208047.39,Online
Plaza Sport,1197831,2024-10-15,Andina,Huila,Neiva,Calzado urbano para hombre,342900.0,595,14161000,3035891.77,Online
Plaza Sport,1185732,2024-10-14,Andina,Norte de Santander,Cúcuta,Calzado urbano para hombre,514300.0,595,21241500,4973620.11,In-store
Mercado Libre,1185732,2024-10-13,Andina,Caldas,Chinchiná,Calzado urbano para hombre,557100.0,595,23011625,3626168.7,In-store
Éxito,1197831,2024-02-12,Caribe,Atlántico,Soledad,Ropa de hombre,385700.0,575,14878125,2312956.38,Outlet
Plaza Sport,1128299,2024-04-03,Pacífica,Valle del Cauca,Cali,Ropa de hombre,471400.0,575,18184375,2810603.31,Outlet
Plaza Sport,1128299,2024-04-08,Pacífica,Valle del Cauca,Cali,Calzado deportivo para mujer,428600.0,575,16531250,2585927.57,Outlet
Plaza Sport,1128299,2024-06-08,Pacífica,Valle del Cauca,Cali,Ropa de hombre,557100.0,575,21490625,3620069.22,Outlet
Nike Store,1185732,2024-12-02,Andina,Antioquia,Medellín,Calzado urbano para hombre,428600.0,575,16531250,3685872.99,Outlet
Decathlon,1197831,2025-02-15,Andina,Antioquia,Medellín,Calzado deportivo para mujer,385700.0,575,14878125,3562916.97,Outlet
Decathlon,1197831,2025-02-16,Andina,Antioquia,Medellín,Ropa de hombre,428600.0,575,16531250,2619801.73,Outlet
Decathlon,1197831,2025-03-04,Andina,Antioquia,Medellín,Calzado urbano para mujer,385700.0,575,14878125,3778419.42,Outlet
Decathlon,1197831,2025-03-07,Andina,Antioquia,Medellín,Ropa de mujer,428600.0,575,16531250,3378376.38,Outlet
Decathlon,1197831,2025-03-17,Andina,Antioquia,Medellín,Calzado deportivo para mujer,557100.0,575,21490625,4726670.72,Outlet
Plaza Sport,1128299,2023-07-31,Caribe,Atlántico,Sabanalarga,Calzado urbano para hombre,514300.0,575,19837500,4495498.43,In-store
Plaza Sport,1128299,2023-08-01,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,557100.0,575,21490625,4583041.91,In-store
Plaza Sport,1128299,2023-09-12,Andina,Cundinamarca,Cajicá,Calzado deportivo para hombre,557100.0,575,21490625,5081245.98,In-store
Plaza Sport,1128299,2023-09-13,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,557100.0,575,21490625,3705572.99,In-store
Plaza Sport,1128299,2023-09-19,Andina,Cundinamarca,Cajicá,Calzado urbano para mujer,600000.0,575,23143750,5156814.75,In-store
Plaza Sport,1128299,2023-10-11,Andina,Cundinamarca,Cajicá,Calzado urbano para hombre,471400.0,575,18184375,4124241.89,In-store
Plaza Sport,1128299,2023-10-12,Andina,Cundinamarca,Cajicá,Calzado deportivo para hombre,514300.0,575,19837500,4077734.11,In-store
Plaza Sport,1128299,2023-11-04,Pacífica,Nariño,Tumaco,Calzado urbano para hombre,428600.0,575,16531250,3262938.92,In-store
Plaza Sport,1128299,2023-12-02,Pacífica,Nariño,Tumaco,Ropa de hombre,728600.0,575,28103125,6189142.21,In-store
Plaza Sport,1128299,2023-12-03,Pacífica,Nariño,Tumaco,Ropa de mujer,857100.0,575,33062500,8232835.45,In-store
Plaza Sport,1128299,2023-12-07,Pacífica,Nariño,Tumaco,Calzado deportivo para mujer,642900.0,575,24796875,5315265.8,In-store
Plaza Sport,1128299,2023-12-08,Pacífica,Nariño,Tumaco,Ropa de hombre,642900.0,575,24796875,4332918.07,In-store
Plaza Sport,1128299,2024-01-02,Pacífica,Nariño,Tumaco,Ropa de mujer,814300.0,575,31409375,5987429.49,In-store
Falabella,1189833,2024-06-07,Amazonía,Guainía,Inírida,Calzado urbano para hombre,300000.0,575,11571875,1954702.61,Outlet
Falabella,1189833,2024-06-13,Amazonía,Guainía,Inírida,Calzado urbano para hombre,385700.0,575,14878125,3462368.0,Outlet
Falabella,1189833,2024-06-19,Amazonía,Guainía,Inírida,Calzado urbano para hombre,342900.0,575,13225000,2338464.73,Outlet
Falabella,1189833,2024-07-25,Amazonía,Guainía,Inírida,Calzado urbano para hombre,342900.0,575,13225000,3385092.37,Outlet
Falabella,1189833,2024-07-26,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,385700.0,575,14878125,2370732.42,Outlet
Decathlon,1197831,2024-08-29,Andina,Tolima,Espinal,Ropa de mujer,214300.0,575,8265625.0,1726132.16,Outlet
Decathlon,1197831,2024-09-14,Andina,Tolima,Espinal,Calzado deportivo para mujer,342900.0,575,13225000,2593854.19,Outlet
Decathlon,1197831,2024-09-29,Andina,Tolima,Espinal,Calzado urbano para hombre,300000.0,575,11571875,2362575.82,Outlet
Decathlon,1197831,2024-09-30,Andina,Tolima,Espinal,Calzado deportivo para hombre,300000.0,575,11571875,1995324.4,Outlet
Decathlon,1197831,2025-02-05,Andina,Tolima,Ibagué,Calzado deportivo para mujer,385700.0,575,14878125,3119168.01,Outlet
Decathlon,1197831,2025-02-15,Andina,Tolima,Ibagué,Calzado deportivo para hombre,471400.0,575,18184375,2926834.31,Outlet
Decathlon,1197831,2025-02-19,Andina,Tolima,Ibagué,Ropa de mujer,342900.0,575,13225000,3251002.52,Outlet
Decathlon,1197831,2025-02-28,Andina,Tolima,Ibagué,Calzado urbano para mujer,385700.0,575,14878125,2324747.62,Outlet
Mercado Libre,1185732,2024-07-21,Amazonía,Vaupés,Mitú,Calzado urbano para hombre,471400.0,575,18184375,4069593.21,Outlet
Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Calzado urbano para hombre,514300.0,575,19837500,3376790.72,Outlet
